id,district,city,floor,price,rooms,sq,year,price_per_sq,update_date,offer_url
57641,Śródmieście,Warszawa,3,670000.00,1,27.88,1961,24032.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-27-88-m-warszawa-ID4sVv0
57642,Śródmieście,Warszawa,4,950000.00,2,47.63,1961,19945.00,2024-10-25,https://www.otodom.pl/pl/oferta/scisle-centrum-przestronne-2-pokojowe-mieszkanie-ID4sgaC
57643,Śródmieście,Warszawa,5,865000.00,2,45.58,1961,18978.00,2024-10-25,https://www.otodom.pl/pl/oferta/100m-do-metra-plac-zbawiciela-przy-politechnice-ID4s1KT
57644,Wola,Warszawa,2,649000.00,2,38.50,1961,16857.00,2024-10-25,https://www.otodom.pl/pl/oferta/metro-ks-janusza-50m-widok-na-podworko-ID4skek
57645,Wola,Warszawa,2,730000.00,3,48.00,1961,15208.00,2024-10-25,https://www.otodom.pl/pl/oferta/niska-zabudowa-widok-na-podworko-ID4svDr
57646,Śródmieście,Warszawa,3,1190000.00,2,43.60,1961,27294.00,2024-10-25,https://www.otodom.pl/pl/oferta/2-pokoje-po-generalnym-remoncie-pl-unii-lubelskiej-ID4sN90
57647,Praga-Południe,Warszawa,0,900000.00,2,50.20,1961,17928.00,2024-10-25,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-kubanska-saska-kepa-ID4sNXD
57648,Śródmieście,Warszawa,1,1000000.00,2,51.00,1961,19608.00,2024-10-25,https://www.otodom.pl/pl/oferta/dwa-pokoje-w-samym-sercu-warszawy-ID4sN5F
57649,Żoliborz,Warszawa,6,620000.00,1,30.00,1961,20667.00,2024-10-25,https://www.otodom.pl/pl/oferta/nowoczesne-eleganckie-studio-sady-zoliborskie-ID4sL7m
57650,Mokotów,Warszawa,2,739000.00,2,38.80,1961,19046.00,2024-10-25,https://www.otodom.pl/pl/oferta/uregulowane-grunty-ciche-winda-ID4s4Ql
57651,Żoliborz,Warszawa,1,1209000.00,3,55.10,1961,21942.00,2024-10-25,https://www.otodom.pl/pl/oferta/jasne-trzypokojowe-mieszkanie-na-starym-zoliborzu-ID4sqgr
57652,Wola,Warszawa,3,565000.00,2,37.83,1961,14935.00,2024-10-25,https://www.otodom.pl/pl/oferta/wola-dwa-pokoje-naprzeciwko-parku-blisko-centrum-ID4sIdw
57653,Mokotów,Warszawa,6,1230000.00,2,60.00,1961,20500.00,2024-10-25,https://www.otodom.pl/pl/oferta/srzedaz-bezposrednia-mokotow-metro-wierzbno-ID4s9Qz
57654,Śródmieście,Warszawa,4,950000.00,2,47.63,1961,19945.00,2024-10-25,https://www.otodom.pl/pl/oferta/funkcjonalne-mieszkanie-w-centrum-warszawy-ID4t2WL
57655,Wola,Warszawa,1,499000.00,1,23.88,1961,20896.00,2024-10-25,https://www.otodom.pl/pl/oferta/urokliwa-kawalerka-z-balkonem-na-woli-ID4s3XX
47344,Jeżyce,Poznań,1,805000.00,3,75.00,1900,10733.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-w-pieknej-kamienicy-super-lokalizacja-ID4t5ja
47345,Jeżyce,Poznań,0,420000.00,2,56.62,1900,7418.00,2024-10-25,https://www.otodom.pl/pl/oferta/udzial-w-kamienicy-stylowe-super-lokalizacja-ID4t1JF
47346,Grunwald,Poznań,4,575000.00,5,67.13,1900,8565.00,2024-10-25,https://www.otodom.pl/pl/oferta/okazja-inwestycja-rynek-lazarski-11-5-pokoi-ID4pQy4
47347,Stare Miasto,Poznań,2,470000.00,1,32.75,1900,14351.00,2024-10-25,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-w-centrum-poznania-ID4sY4u
47348,Stare Miasto,Poznań,3,1561950.00,3,80.10,1900,19500.00,2024-10-25,https://www.otodom.pl/pl/oferta/zamieszkaj-w-sercu-poznania-ID4t0NP
57656,Ursus,Warszawa,2,935000.00,3,69.00,1961,13551.00,2024-10-25,https://www.otodom.pl/pl/oferta/widne-przestronne-mieszkanie-w-zielonej-okolicy-ID4sH0F
57657,Praga-Południe,Warszawa,3,750000.00,2,50.26,1961,14922.00,2024-10-25,https://www.otodom.pl/pl/oferta/przestronne-2-pokoje-w-ktorych-stworzysz-swoj-dom-ID4sUNv
57658,Praga-Południe,Warszawa,1,789000.00,2,42.88,1961,18400.00,2024-10-25,https://www.otodom.pl/pl/oferta/brazylijska-saska-kepa-zielona-enklawa-ID4slNq
57659,Śródmieście,Warszawa,2,2092500.00,3,83.70,1961,25000.00,2024-10-25,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-w-sercu-warszawy-ul-niecala-ID4sFdf
57660,Praga-Południe,Warszawa,4,669000.00,3,49.00,1961,13653.00,2024-10-25,https://www.otodom.pl/pl/oferta/rozkladowe-m3-z-balkonem-ul-grochowska-ID4rjvC
57661,Śródmieście,Warszawa,4,950000.00,2,47.63,1961,19945.00,2024-10-25,https://www.otodom.pl/pl/oferta/serce-srodmiescia-metro-centrum-ID4sjkG
57662,Praga-Południe,Warszawa,3,699000.00,3,59.00,1961,11847.00,2024-10-25,https://www.otodom.pl/pl/oferta/3-pokoje-na-pradze-59-m2-dwustronne-parking-ID4sVI7
47349,Stare Miasto,Poznań,4,429000.00,2,29.44,1900,14572.00,2024-10-25,https://www.otodom.pl/pl/oferta/0-prowizji-2-pokoje-po-remoncie-balkon-centrum-ID4rA3M
57663,Śródmieście,Warszawa,3,670000.00,1,28.00,1961,23929.00,2024-10-25,https://www.otodom.pl/pl/oferta/stare-miasto-ratusz-arsenal-na-juz-ciche-winda-ID4sWNE
47350,Stare Miasto,Poznań,0,383460.00,2,38.35,1900,9999.00,2024-10-25,https://www.otodom.pl/pl/oferta/jasne-przestronne-wysokie-sufity-2-pok-38m2-pzn-ID4sYza
47351,Grunwald,Poznań,0,879000.00,4,92.60,1900,9492.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-na-lazarzu-na-sprzedaz-ID4sVII
47352,Stare Miasto,Poznań,3,679000.00,2,43.65,1900,15556.00,2024-10-25,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-w-centrum-poznania-ID4nUyh
47353,Stare Miasto,Poznań,3,499000.00,2,37.11,1900,13447.00,2024-10-25,https://www.otodom.pl/pl/oferta/gotowe-do-zamieszkania-2-pok-37m2-centrum-pzn-ID4sUPC
47354,Nowe Miasto,Poznań,2,387900.00,2,40.00,1900,9698.00,2024-10-25,https://www.otodom.pl/pl/oferta/sprzedam-2-pok-mieszkanie-po-remoncie-wyposazone-ID4sEhm
47355,Grunwald,Poznań,3,659000.00,3,73.44,1900,8973.00,2024-10-25,https://www.otodom.pl/pl/oferta/zamieszkaj-w-odnowionej-kamienicy-sufit-3-7m-ID4sSqg
47356,Grunwald,Poznań,2,639000.00,3,70.37,1900,9081.00,2024-10-25,https://www.otodom.pl/pl/oferta/odnowiona-kamienica-duze-okna-sufit-3-7m-ID4sSc4
47357,Grunwald,Poznań,3,659000.00,2,74.60,1900,8834.00,2024-10-25,https://www.otodom.pl/pl/oferta/twoje-m-z-wykuszem-i-pieknym-widokiem-z-salonu-ID4sSc1
47358,Grunwald,Poznań,2,639000.00,2,70.37,1900,9081.00,2024-10-25,https://www.otodom.pl/pl/oferta/m-w-solidnej-kamienicy-z-zaplanowanym-remontem-ID4sSc2
47359,Grunwald,Poznań,3,837500.00,3,91.88,1900,9115.00,2024-10-25,https://www.otodom.pl/pl/oferta/twoje-m-w-kamienicy-wykusz-balkon-sufit-3-7m-ID4sRZn
47360,Stare Miasto,Poznań,0,219000.00,2,20.53,1900,10667.00,2024-10-25,https://www.otodom.pl/pl/oferta/wynajety-gotowiec-inwestycyjny-w-centrum-roi-9-5-ID4sRhj
47361,Stare Miasto,Poznań,2,769000.00,5,88.76,1900,8664.00,2024-10-25,https://www.otodom.pl/pl/oferta/zamieszkaj-w-centrum-wyremontowana-kamienica-ID4sR5S
47362,Stare Miasto,Poznań,2,769000.00,4,88.76,1900,8664.00,2024-10-25,https://www.otodom.pl/pl/oferta/idealne-na-najem-zarabiaj-6800zl-mc-ID4sQT8
47363,Jeżyce,Poznań,2,532000.00,2,51.00,1900,10431.00,2024-10-25,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-na-jezycach-bez-posrednikow-ID4sPtC
47364,Grunwald,Poznań,1,470000.00,2,38.97,1900,12061.00,2024-10-25,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-w-kamienicy-mottego-taras-ID4sv4v
47365,Jeżyce,Poznań,1,439000.00,1,34.49,1900,12728.00,2024-10-25,https://www.otodom.pl/pl/oferta/kawalerka-34-m2-1-pietro-po-remoncie-poznanska-5a-ID4sAUP
57664,Wola,Warszawa,1,859000.00,2,48.00,1961,17896.00,2024-10-25,https://www.otodom.pl/pl/oferta/ciche-przestronne-dobrze-skomunikowane-na-woli-ID4sj4e
57665,Wola,Warszawa,1,859000.00,3,48.00,1961,17896.00,2024-10-25,https://www.otodom.pl/pl/oferta/przestronne-z-widokiem-na-zielen-ID4swgj
57666,Śródmieście,Warszawa,5,1445000.00,3,53.53,1961,26994.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-al-wyzwolenia-pl-na-rozdrozu-53-53-m2-ID4qsbk
57667,Praga-Południe,Warszawa,3,599000.00,2,36.94,1961,16215.00,2024-10-25,https://www.otodom.pl/pl/oferta/komfortowe-2-pok-na-saskiej-kepie-2-piwnice-ID4sPED
57668,Śródmieście,Warszawa,3,1165000.00,3,65.00,1961,17923.00,2024-10-25,https://www.otodom.pl/pl/oferta/okolica-pl-zbawiciela-balkon-garaz-winda-cegla-ID4sO92
57669,Praga-Południe,Warszawa,7,1386000.00,3,62.92,1961,22028.00,2024-10-25,https://www.otodom.pl/pl/oferta/3-pokoje-wysoki-standard-2-poziomy-ID4qk8m
57670,Wola,Warszawa,1,649000.00,2,41.50,1961,15639.00,2024-10-25,https://www.otodom.pl/pl/oferta/41-5-m-do-remontu-bliska-wola-ID4sNkM
57671,Mokotów,Warszawa,6,930000.00,3,55.70,1961,16697.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-55-7-m2-mokotow-ID4sMZm
57672,Ochota,Warszawa,3,719000.00,2,40.00,1961,17975.00,2024-10-25,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-40m-warszawa-ochota-ID4sINy
57673,Praga-Południe,Warszawa,2,429000.00,1,23.50,1961,18255.00,2024-10-25,https://www.otodom.pl/pl/oferta/idealna-pod-inwestycje-ID4sGSl
57674,Ochota,Warszawa,3,829000.00,2,51.90,1961,15973.00,2024-10-25,https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-na-zielonej-ochocie-ID4sGR1
57675,Żoliborz,Warszawa,6,620000.00,1,30.00,1961,20667.00,2024-10-25,https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-sady-zoliborskie-ID4sFBW
57676,Śródmieście,Warszawa,5,885000.10,2,37.00,1961,23919.00,2024-10-25,https://www.otodom.pl/pl/oferta/centrum-2-pokoje-37-m2-plac-bankowy-4-metro-ID4si8j
57677,Wola,Warszawa,0,685000.00,2,42.98,1961,15938.00,2024-10-25,https://www.otodom.pl/pl/oferta/plocka-2-pokojebalkonsuper-lokalizacjametro-ID4qmK1
57678,Wola,Warszawa,3,794000.00,3,49.00,1961,16204.00,2024-10-25,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-po-remoncie-ID4qDqh
57679,Śródmieście,Warszawa,1,2500000.00,5,109.20,1961,22894.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-109-2-m-warszawa-ID4sv6G
57680,Śródmieście,Warszawa,1,1183000.00,2,49.30,1961,23996.00,2024-10-25,https://www.otodom.pl/pl/oferta/ul-kopernika-na-tylach-nowego-swiatu-ID4rWqd
57681,Wola,Warszawa,1,859000.00,3,48.00,1961,17896.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-dwustronne-metro-mlynow-ID4srPi
57682,Śródmieście,Warszawa,8,1030000.00,2,45.46,1961,22657.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-45-m2-przy-parku-ID4rJs7
57683,Ursynów,Warszawa,1,770000.00,2,45.77,1961,16823.00,2024-10-25,https://www.otodom.pl/pl/oferta/top-lokalizacja-pod-inwestycje-ID4sdcQ
57684,Praga-Południe,Warszawa,2,750000.00,2,50.00,1961,15000.00,2024-10-25,https://www.otodom.pl/pl/oferta/saska-kepa-al-stanow-zjednoczonych-2pok-49-7m2-ID4s12l
57685,Ochota,Warszawa,3,857000.00,2,51.90,1961,16513.00,2024-10-25,https://www.otodom.pl/pl/oferta/przytulne-dwa-pokoje-na-zielonej-ochocie-ID4rSdG
57686,Śródmieście,Warszawa,3,579000.00,1,26.11,1961,22175.00,2024-10-25,https://www.otodom.pl/pl/oferta/kawalerkasuper-lokalizacjabalkonkuchnia-ID4rACP
57687,Ursynów,Warszawa,1,869000.00,2,46.00,1961,18891.00,2024-10-25,https://www.otodom.pl/pl/oferta/2pok-blisko-pl-unii-lubelskiej-ID4qTta
57688,Bielany,Warszawa,3,1070000.00,4,67.50,1961,15852.00,2024-10-25,https://www.otodom.pl/pl/oferta/rewelacyjna-oferta-dla-rodziny-lub-na-inwestycje-ID4qGLc
57689,Praga-Południe,Warszawa,1,850000.00,2,50.20,1961,16932.00,2024-10-25,https://www.otodom.pl/pl/oferta/2-pokoje-saska-kepa-ul-wandy-ID4pUrC
57690,Śródmieście,Warszawa,5,1445200.00,3,53.53,1961,26998.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-53-53-m2-w-centrum-warszawy-ID4qvhJ
57691,Śródmieście,Warszawa,1,1890000.00,6,70.00,1961,27000.00,2024-10-25,https://www.otodom.pl/pl/oferta/srodmiescie-2-apartamenty-kamienica-metro-ID4podK
57692,Śródmieście,Warszawa,3,1293000.00,4,64.00,1961,20203.00,2024-10-25,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-w-srodmiesciu-ID4q4Ss
57693,Praga-Południe,Warszawa,2,750000.00,2,49.71,1961,15088.00,2024-10-25,https://www.otodom.pl/pl/oferta/rewelacyjna-oferta-dla-rodziny-lub-na-inwestycje-ID4pmJD
57694,Żoliborz,Warszawa,9,920000.00,2,48.50,1962,18969.00,2024-10-25,https://www.otodom.pl/pl/oferta/zoliborz-2-pokoje-z-widokiem-na-panorame-warszawy-ID4sZFi
57695,Ochota,Warszawa,1,949500.00,3,43.90,1962,21629.00,2024-10-25,https://www.otodom.pl/pl/oferta/pieknie-wykonczone-3-pokoje-na-grojeckiej-ID4sMJZ
57696,Wola,Warszawa,1,619000.00,2,37.10,1962,16685.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-dwa-pokoje-na-zielonym-osiedlu-ID4smIJ
57697,Żoliborz,Warszawa,3,799000.00,2,45.00,1962,17756.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-w-zielonej-okolicy-na-zoliborzu-ID4rqFd
57698,Praga-Południe,Warszawa,3,649000.00,1,38.16,1962,17007.00,2024-10-25,https://www.otodom.pl/pl/oferta/grochow-kawalerka-gotowe-do-zamieszkania-ID4t0xB
57699,Ochota,Warszawa,0,839000.00,2,51.23,1962,16377.00,2024-10-25,https://www.otodom.pl/pl/oferta/barska-2-osobne-pokoje-przy-hali-kopinskiej-ID4sepg
57700,Wola,Warszawa,4,850000.00,4,50.70,1962,16765.00,2024-10-25,https://www.otodom.pl/pl/oferta/muranow-4-pokoje-850-tys-ID4s29h
57701,Wola,Warszawa,2,599000.00,2,38.60,1962,15518.00,2024-10-25,https://www.otodom.pl/pl/oferta/blisko-metra-2-pokoje-osobna-jasna-kuchnia-ID4pmdw
57702,Wola,Warszawa,0,699000.00,3,52.00,1962,13442.00,2024-10-25,https://www.otodom.pl/pl/oferta/okazja-warszawa-wola-zamieszkaj-blisko-metra-ID4rGo3
57703,Ochota,Warszawa,7,419000.00,1,22.00,1962,19045.00,2024-10-25,https://www.otodom.pl/pl/oferta/doskonala-lokalizacja-na-inwestycje-ID4sRex
57704,Wola,Warszawa,2,986000.00,2,48.45,1962,20351.00,2024-10-25,https://www.otodom.pl/pl/oferta/dwustronne-mieszkanie-w-budynku-z-winda-ID4soY6
57705,Targówek,Warszawa,9,599000.00,3,47.00,1962,12745.00,2024-10-25,https://www.otodom.pl/pl/oferta/labiszynska-targowek-3-pokoje-blisko-metro-ID4t8Fv
57706,Praga-Południe,Warszawa,3,598000.00,2,34.93,1962,17120.00,2024-10-25,https://www.otodom.pl/pl/oferta/swietny-adres-zainwestuj-lub-zamieskaj-na-swoim-ID4t8xf
57707,Śródmieście,Warszawa,7,569000.00,1,24.21,1962,23503.00,2024-10-25,https://www.otodom.pl/pl/oferta/kawalerka-srodmiescie-hoza-krucza-ID4rRYO
57708,Ochota,Warszawa,0,835200.00,3,58.00,1962,14400.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogromnym-potencjalem-58-m-ID4rZDx
57709,Bielany,Warszawa,2,744000.00,2,48.00,1962,15500.00,2024-10-25,https://www.otodom.pl/pl/oferta/m2-na-bielanach-ID4rUMD
57710,Żoliborz,Warszawa,2,720000.00,2,36.00,1962,20000.00,2024-10-25,https://www.otodom.pl/pl/oferta/2-pokoje-36m2-w-sercu-sadow-zoliborskich-ID4t7ts
57711,Mokotów,Warszawa,0,712000.00,2,35.72,1962,19933.00,2024-10-25,https://www.otodom.pl/pl/oferta/bez-prowizji-2-pokoje-balkon-budynek-z-cegly-ID4sIyr
57712,Mokotów,Warszawa,2,815000.00,2,47.60,1962,17122.00,2024-10-25,https://www.otodom.pl/pl/oferta/bezposrednio-2-pokojowe-wierzbno-balkon-umeblowane-ID4rxAP
57713,Ochota,Warszawa,4,839000.00,2,44.20,1962,18982.00,2024-10-25,https://www.otodom.pl/pl/oferta/jasne-2-pokojowe-mieszkanie-z-balkonem-ochota-ID4sgbi
57714,Śródmieście,Warszawa,4,800000.00,2,34.78,1962,23002.00,2024-10-25,https://www.otodom.pl/pl/oferta/1-pokoj-z-osobna-kuchnia-centrum-ul-krucza-ID4t6uN
57715,Targówek,Warszawa,3,800000.00,2,44.00,1962,18182.00,2024-10-25,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-gotowe-do-wprowadzenia-ID4t6tm
57716,Wola,Warszawa,3,844000.00,3,49.00,1962,17224.00,2024-10-25,https://www.otodom.pl/pl/oferta/trzy-oddzielne-pokoje-blisko-parku-ID4sc3Y
57717,Śródmieście,Warszawa,7,865000.00,3,50.00,1962,17300.00,2024-10-25,https://www.otodom.pl/pl/oferta/trzy-pokoje-na-muranowie-z-miejscem-postojowym-ID4smVh
57718,Śródmieście,Warszawa,8,900000.00,3,54.21,1962,16602.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-w-sercu-muranowa-ID4t6lU
57719,Ursus,Warszawa,2,799999.00,2,46.00,1962,17391.00,2024-10-25,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-po-remoncie-46-m-ursus-ID4sLvE
57720,Praga-Południe,Warszawa,1,539000.00,1,25.28,1962,21321.00,2024-10-25,https://www.otodom.pl/pl/oferta/kawalerka-park-skaryszewski-do-wprowadzenia-ID4qXY6
57721,Śródmieście,Warszawa,0,1450000.00,3,61.70,1962,23501.00,2024-10-25,https://www.otodom.pl/pl/oferta/3pok-starowka-dla-ciebie-uslugi-airbnb-ID4sLra
57722,Wola,Warszawa,3,817000.00,2,46.70,1962,17495.00,2024-10-25,https://www.otodom.pl/pl/oferta/linia-tramwajowa-cicha-okolica-niska-zabudowa-ID4sRAc
57723,Mokotów,Warszawa,0,1200000.00,4,66.80,1962,17964.00,2024-10-25,https://www.otodom.pl/pl/oferta/mokotow-metro-pole-mokotowskie-ID4t0oI
57724,Śródmieście,Warszawa,1,1490000.00,3,58.30,1962,25557.00,2024-10-25,https://www.otodom.pl/pl/oferta/topowa-lokalizacja-rewelacyjny-uklad-mieszkania-ID4t55u
57725,Praga-Północ,Warszawa,1,708100.00,3,46.00,1962,15393.00,2024-10-25,https://www.otodom.pl/pl/oferta/3-pokoje-bardzo-niskie-oplaty-ID4sXIi
57726,Żoliborz,Warszawa,0,459000.00,1,26.50,1962,17321.00,2024-10-25,https://www.otodom.pl/pl/oferta/mozliwe-2-pokoje-piwnica-ID4sHYE
57727,Ochota,Warszawa,0,877000.00,4,67.20,1962,13051.00,2024-10-25,https://www.otodom.pl/pl/oferta/wum-dwustronne-okazyjna-cena-park-super-lok-ID4sdfl
57728,Śródmieście,Warszawa,5,880000.00,3,47.70,1962,18449.00,2024-10-25,https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-dla-konesera-ID4sVkl
57729,Żoliborz,Warszawa,0,1030000.00,3,57.50,1962,17913.00,2024-10-25,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-sadach-zoliborskich-ID4p9HY
57730,Śródmieście,Warszawa,0,797000.00,1,37.50,1962,21253.00,2024-10-25,https://www.otodom.pl/pl/oferta/cichy-loft-na-muranowie-metro-ID4t2dh
57731,Praga-Południe,Warszawa,3,695000.00,2,44.67,1962,15559.00,2024-10-25,https://www.otodom.pl/pl/oferta/przytulne-2-pokojowe-mieszkani-na-grochowie-ID4srh3
57732,Ochota,Warszawa,1,899000.00,3,55.20,1962,16286.00,2024-10-25,https://www.otodom.pl/pl/oferta/3-pok-z-balkonem-55-20m2-ochota-pruszkowska-4a-ID4sUhf
57733,Wola,Warszawa,2,709000.00,2,39.00,1962,18179.00,2024-10-25,https://www.otodom.pl/pl/oferta/do-remontu-centrum-zlota-ID4t1CK
57734,Praga-Południe,Warszawa,2,649000.00,2,35.00,1962,18543.00,2024-10-25,https://www.otodom.pl/pl/oferta/widok-na-drzewa-tramwaj-i-park-obok-sprawdz-ID4t1CA
57735,Śródmieście,Warszawa,1,649000.00,1,25.40,1962,25551.00,2024-10-25,https://www.otodom.pl/pl/oferta/z-widokiem-na-plac-bankowy-balkon-9m2-piwnica-ID4sPj0
57736,Praga-Północ,Warszawa,0,450000.00,1,20.37,1962,22091.00,2024-10-25,https://www.otodom.pl/pl/oferta/studio-gotowe-do-zamieszkania-idealne-dla-singla-ID4qJRT
57737,Mokotów,Warszawa,3,710000.00,2,36.44,1962,19484.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-36-44m-mokotow-wierzbno-ID4qSUQ
57738,Ochota,Warszawa,6,850000.00,2,47.21,1962,18005.00,2024-10-25,https://www.otodom.pl/pl/oferta/rozkladowe-2-pok-mieszkanie-na-starej-ochocie-ID4t0BY
57739,Ochota,Warszawa,6,899000.00,3,60.00,1962,14983.00,2024-10-25,https://www.otodom.pl/pl/oferta/okazja-3-4-pokoje-w-super-lokalizacji-ID4she6
57740,Mokotów,Warszawa,3,1168000.00,3,66.69,1962,17514.00,2024-10-25,https://www.otodom.pl/pl/oferta/stary-mokotow-3-pokoje-blisko-metra-ID4soE9
57741,Ochota,Warszawa,0,750000.00,4,51.80,1962,14479.00,2024-10-25,https://www.otodom.pl/pl/oferta/ochota-ul-grojecka-4-pokoje-52-m2-dwustronne-ID4sZR4
57742,Praga-Południe,Warszawa,2,640000.00,2,34.56,1962,18519.00,2024-10-25,https://www.otodom.pl/pl/oferta/przy-parku-skaryszewskim-2-pokoje-zielen-ID4qjZU
57743,Ursus,Warszawa,2,799999.00,2,46.00,1962,17391.00,2024-10-25,https://www.otodom.pl/pl/oferta/idealne-dla-par-rodzin-lub-pod-inwestycje-ID4sZxC
57744,Praga-Południe,Warszawa,1,620000.00,2,34.63,1962,17904.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-34-63-m2-al-waszyngtona-ID4szkM
57745,Praga-Południe,Warszawa,1,650000.00,3,46.00,1962,14130.00,2024-10-25,https://www.otodom.pl/pl/oferta/3-pokoje-z-balkonem-1-pietro-widok-na-zielen-ID4sbev
57746,Ochota,Warszawa,1,899000.00,3,55.20,1962,16286.00,2024-10-25,https://www.otodom.pl/pl/oferta/3-pokoje-pola-mokotowskie-ochota-pruszkowska-ID4sYOu
57747,Wola,Warszawa,2,950000.00,3,48.99,1962,19392.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-50m-srodmiescie-ID4sX7n
57748,Ochota,Warszawa,3,875000.00,3,51.60,1962,16957.00,2024-10-25,https://www.otodom.pl/pl/oferta/mieszkanie-ochota-ID4su34
57749,Mokotów,Warszawa,2,980000.00,2,51.20,1962,19141.00,2024-10-25,https://www.otodom.pl/pl/oferta/urokliwe-mieszkanie-na-zielonym-mokotowie-ID4sTW3
57750,Ursus,Warszawa,2,820000.00,2,46.00,1962,17826.00,2024-10-25,https://www.otodom.pl/pl/oferta/eleganckie-i-komfortowe-2-pokoje-ID4sRDm
